OBJECTID,gcp_name,latitude,longitude,ellipsoidheight,state,district,tahsil,BRIEF_DESCRIPTION,old_description,UID,pid,gdc_username
1545,PHEENA,29.078257,78.349645,166.98985,UTTAR PRADESH,BIJNOR,CHANDPUR,"GCP is situated in the compund of Public Arya Inter College, Pheena","Survey Reference Mark (SRM) is fixed at the centre of a concrete pillar of dimensions 1mx1m and about 0.2m. above ground level. The station is situated in the compound of ‘Public Arya Inter college at Pheena, Tehsil- Chandpur, District- Bijnor, State:",1003020002,A35FW38,Uttar Pradesh Geo-spatial Directorate
1546,PHOBRANG,34.057624,78.440383,4432.48153,LADAKH,LEH,LEH,"GCP is situated in open field, out side the boundary wall of Rest House (PWD),Phobrang Village","The Survey Reference Mark (SRM), fixed vertically at the center and flush with the top level of cement concrete pillar of dimension 1m x 1m,  about 5cm above ground level.It is situated in an open place outside the boundary wall of Rest House (PWD), Phob",101010008,A35PW3C,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1547,PHULAMBRI,20.090745,75.435368,606.30057,MAHARASHTRA,AURANGABAD,PHULAMBRI,GCP is situated in the compound of Tahsildar Office (New),"The GCP pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m × 1m × 1.25m and about 20 cm above ground level. It is situated in the compound of Tehsildar Office, Phulambri, about 18 m SE of Tehsil Office &",1712030001,A352Q3C,Maharashtra and Goa Geo-spatial Directorate
1548,PHULBARI,25.889369,90.036783,-14.87457,MEGHALAYA,WEST GARO HILLS,SELSELLA,"GCP is situated on the platform of Flag Post in Inspection Bunglow, Phulbari","Marked with yellow paint on concrete platform of flag post at IB at Phulbari, Tehsil- Selsella and District- West Garo Hills. It is about 30m NE of  Northern corner of 2nd IB building and about 6m N of Northern corner of 3rd IB building. Note: - station",3502010001,A367GV2,Meghalaya and Arunachal Pradesh Geo-spatial Directorate
1549,PHULPUR,25.524163,82.030474,33.33829,UTTAR PRADESH,ALLAHABAD,PHULPUR,"GCP is situated at village tri-junction pillar,  Bighaiya, Girdharpur & Babuganj, Jhanjri","The proposed GCP (Lib.) IInd phase pillar at Phulpur is selected the tank bund junction NW of village tri-junction of Bighaiya, Girdharpur & Babuganj. It is about 32m NW from centre of tri junction, about 18m NE of road to Bigahiya and about 30m SW of ro",1065020001,A3674G2,Uttar Pradesh Geo-spatial Directorate
1550,PHUNGYAR,24.816525,94.358665,1622.13105,MANIPUR,UKHRUL,PHUNGYAR,"GCP is situated in the campus of Police Station, Phungyar","The GCP pillar with Survey reference mark is found in the premises of Police station at Phungyar,Tehsil- Phungyar, District- Ukhrul of Manipur state. The point is about 5 m SW of main gate of Police station and about 60 m East of Inspection Bungalow (I.B",3601020001,A366PR9,Assam & Nagaland and TMMz Geo-Spatial Directorate
1551,PIDAWA,24.16238,76.01825,327.35335,RAJASTHAN,JHALAWAR,PIRAWA,"GCP is situated in the premises of New Veterinary Hospital, Pidawa Village","Mark on a Survey reference plate which is fixed in a cemented concrete pillar of dimension 1m x 1m and about 20cm above ground level. The GCP pillar is situated in the premises of new Veterinary hospital, village- Pidawa, tehsil- Pidawa, Distt.- Jhalawar",929040001,A356R52,Rajasthan Geo-spatial Directorate
1552,PIHANI,27.610368,80.187582,79.52042,UTTAR PRADESH,HARDOI,SHAHABAD,"GCP is situated in the premises of Govt. Degree College, Pihani",SRM is fixed in the center on top of cemented pillar of size 1mx1mx1.20m in open ground of Govt. Degree College at Pihani (Karim Nagar) falls in Tahsil- Shahabad District- Hardoi along road D.R.No.43. GCP is about 200m NE from road DR No-43A. GCP is abou,1023010001,A3692J5,Uttar Pradesh Geo-spatial Directorate
1553,PILANG,30.781609,78.616581,1474.96538,UTTARAKHAND,UTTARKASHI,BHATWARI,"GCP is situated in the premises of Govt. Primary School, Bhella Tipri","Circle and dot mark engraved on sheet rock in the land of Govt. Primary    School,Bhella Tipri, Tehsil–Bhatwari, and District –Uttarkashi. It is about 7m S of School building and 4m N from boundary wall. Note: - According old description, GCP was in",501020003,A35GWQJ,Uttarakhand  Geo-spatial Directorate
1554,PILERU,13.658955,78.936137,384.04051,ANDHRA PRADESH,CHITTOOR,PILERU,"GCP is situated in the campus of  Govt. Junior College, Pileru.","+Marked on an iron plate at the centre of cemented & concrete pillar of dimension 56cm x 56cm. It is 13cm above ground level. The pillar is situated on NE corner in open/play ground of Govt. Junior College Pileru, Mandal-Pileru, Distt.-Chittoor (A.P). It",2015060001,A25MWMW,AndhraPradesh &Telangana Geo-spatial Directorate
1555,PILIBHIT,28.618023,79.796546,125.6316,UTTAR PRADESH,PILIBHIT,PILIBHIT,"GCP is situated in the campus of Godown (PWD), Pilibhit","A small circular brass dot punched in an iron angle, fixed vertically in the center of a concrete cemented pillar at dimensions about 30 cm x 30 cm and about 50 cm above ground level. The GCP pillar is situated in the campus of P.W.D Godown Pilibhit, Teh",1012010001,A35CXJQ,Uttar Pradesh Geo-spatial Directorate
1556,PINAPAKA,18.026947,80.695984,4.91997,TELANGANA,KHAMMAM,BORAMPAD,"GCP is situated in the campus of Talluk Office,Pinapaka.","Mark at the center of SRM fixed with the center cemented concrete pillar size 65cm x 60cm x 20cm heigh above Ground Level in the compound of Pinapaka Taluk Office, Mandal- Pinapaka, Taluk – Borampad, Distt- Khammam (A.P). The Station is about 10m East",1806010001,A26W22M,AndhraPradesh &Telangana Geo-spatial Directorate
1557,PIPALJHOPA,21.553867,75.685754,348.63961,MADHYA PRADESH,WEST NIMAR,BHAGWANPURA,"GCP is situated in the premises of Forest Office, Pipaljhopa","A Survey Reference Mark is fixed on the top of cemented pillar in the campus of  Forest office department at Pipaljhopa, tahsil – Bhagwanpura and District- Khargaon (M.P). It is about 30m SE from the Rest house of  Forest and about 40m W from the Samud",1344050001,A353QHM,Madhya Pradesh Geo-spatial Directorate
1558,PIPALKOTI,30.440096,79.429844,1295.86658,UTTARAKHAND,CHAMOLI,CHAMOLI,"GCP is situated near gate No. 2 of Jawahar Navodaya Vidhyalaya, Pipalkoti",Circle and dot mark engraved and painted red on a rock just at the back side of a tin-hut on the western edge of NH-58 (Karanprayag- Badrinath) road at Pipalkoti. The station is about 500m N of Pipalkoti market. It is about 8m West of the centre of the r,505020001,A35GXCC,Uttarakhand  Geo-spatial Directorate
1559,PIPLA,21.597619,78.741088,301.26392,MADHYA PRADESH,CHHINDWARA,SAUSAR,"GCP is situated in the premises of Krishi Upaj Mandi, Pipla","The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and about 25 cm above the ground level. This pillar is situated in the campus of Krishi Upaj Mandi, PIPLA, Tehsil - Sausar and District - Chhindwara. T",1348050001,A353WHP,Madhya Pradesh Geo-spatial Directorate
1560,PIPLAG,22.667595,72.861025,-21.90353,GUJARAT,KHEDA,NADIAD,GCP is situated  in the premises of Kelavanimandal Primary Shala,"Survey Reference Mark (SRM) is fixed on the top of the cement concrete pillar of size 1mx1mx1.2m It is about 20cm above the ground level situated in the compound of Primary Shala at Piplag, taluka -Nadiad, district- Kheda of Gujrat. It is about 3.7m Sout",1213040001,A354JMV,Gujarat Daman & Diu Geo-spatial Directorate
1561,PIPLOD,21.661702,76.531344,261.0797,MADHYA PRADESH,EAST NIMAR,KHANDWA,"GCP is situated in the premises of Police Station, Piplod","A Survey reference mark is fixed on the top of the 1mx1mx0.25m cemented pillar in the campus of Police Station, Piplod, tehsil- Khandwa, District- Khandwa (M.P.). It is about 50m SE of main gate of Police Station about 60m South of temple and about 35m S",1345010003,A353RMG,Madhya Pradesh Geo-spatial Directorate
1562,PIPRA,26.163175,86.798827,-8.74023,BIHAR,SUPAUL,PIPRA,GCP is situated in the Block of Pipra Market,"Survey Reference Mark fixed at the centre of cement concrete pillar of dimension 1mx1mx1.2m in the campus of  Block Office, Pipra. It is located in Pipra Prakhand and Anumandal Trivaniganj. It is about 10m SE from the NE corner of boundary wall, 1.8 m NW",1106020001,A36885Q,Jharkhand & Bihar  Geo-spatial Directorate
1563,PIPRAI,24.508452,77.965413,400.05942,MADHYA PRADESH,ASHOKNAGAR,MUNGAOLI,"GCP is situated in the premises of Police Station (Thana), Piprai",The Survey reference mark is fixed in the Center of the 30 cm x 30 cm RCC pillar. This pillar is about 20 cm above the ground level. This RCC pillar is fixed at the center 1 m x 1 m of bricks platform. It is situated East side corner near boundary wall o,1310030001,A356VGX,Madhya Pradesh Geo-spatial Directorate
1564,PIRAPPANAVALASAI,9.292609,79.040945,-91.09191,TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,"GCP is situated on NE corner of pond, Pirappanavalasai Village",Circle and dot marked in cemented platform which is NE corner of pond in the village of Pirappanvalasai near Mandapam of Ramanathapuram district. It is about 31km West of Rameswaram along NH-49 and about 27km East of Ramanathapuram along NH-49. The stati,2929030002,A25FX72,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1565,PITCHAVARAM,11.432152,79.780789,-90.85003,TAMIL NADU,CUDDALORE,CHIDAMBARAM,"GCP is situated in the premises of TNTDC Office,Pitchavaram","Circle and dot engraved and painted with green paint on cement concrete platform inside Tamil Nadu Tourism Development Corporation (TTDC) Boat house complex in Pitchavaram, Chidambaram Taluk in Cuddalore District. The station is about 40m E of entrance g",2911030001,A25HXCQ,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1566,PITHORAGARH,29.58632,80.219726,1603.5523,UTTARAKHAND,PITHORAGARH,PITHORAGARH,"GCP is situated  in the campus of  Mission Inter College, Pithoragarh","A small circular brass dot punched in an iron angle, fixed vertically in the center of a concrete cemented pillar at dimensions about 30 cm x 30 cm and about 50 cm above ground level. The GCP pillar is situated in the premises of mission inter college, P",510030001,A36F2H6,Uttarakhand  Geo-spatial Directorate
1567,PODILI,15.599135,79.604811,7.18272,ANDHRA PRADESH,PRAKASAM,PODILI,"GCP is situated in the campus of  Govt. High School, Podili.","The GCP pillar circle and dot engraved centrally in a cemented concrete pillar of dimension 65cm x 65cm and 15 cm above ground level. The pillar is established in the campus of Govt. high school & Govt. Junior college of Podili Mandal, of Prakasham distr",2010130001,A25QXHJ,AndhraPradesh &Telangana Geo-spatial Directorate
1568,POKHARAN,26.925711,71.885991,210.85373,RAJASTHAN,JAISALMER,POKHARAN,"GCP is situated in the campus of Govt. Mahavidhyalaya, Pokharan","The GCP Station is situated in the campus of Govt. Mahavidhiyalay at Pokharan, Tehsil Pokharan, Distt- Jaisalmer of state Rajasthan. Marked on GCP station is about 10m West of NE corner of compound wall and about 2m South of North Compound wall and about",908020004,A358HWV,Rajasthan Geo-spatial Directorate
1569,POLLACHI,10.643129,77.022072,215.66129,TAMIL NADU,COIMBATORE,POLLACHI,GCP is situated at MGR Nagar located in Jothinagar of Suleshwaranpatti,"Cemented concrete pillar of dimension 1mx1m pillar constructed in the place of MGR Nagar and located in Jothinagar of Suleswaranpatti, Pollachi Taluk, of Coimbatore district. This station is about 50m SW of MGR Nagar road corner, 12m West of MGR Nagar bl",2915030001,A25GVJ2,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1570,POLOKONGKA LA,33.260221,78.185644,4929.63672,LADAKH,LEH,NYOMA,"GCP is situated on the North (right side) of unmetalled road, running towards Tsokar Lake","The Survey Reference Mark (SRM), fixed vertically at the centre and flush with top level of cement concrete pillar of dimension 30cm x 30cm x 120cm, and 20cm above ground level. It is situated on Polokongka-La (Pass). It is about 47m NW from Chhatri (Tag",101010020,A35MW75,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1571,PONNANI,10.782713,75.919368,-91.1831,KERALA,MALAPURAM,PONNANI,GCP is situated in the premises of Harbour Engineering Department Office,"A brass dot mark punched on the top of  an angle iron ,fixed vertically at the center and flush with the top level of concrete cemented pillar of dimensions about 30cm x 30cm. and about 50 cm above ground level.  The GCP Pillar is situated in the compoun",2305050001,A25GQQW,Kerla & Lakshdweep Wing
1572,PORBANDAR,21.637493,69.607052,-48.6066,GUJARAT,PORBANDAR,PORBANDAR,"GCP is situated  in the premises of Govt. High School (Bhaw Singh High School), Porbandar",A circle and dot engraved on the head top of a concrete cemented pillar of dimensions about 30cm x 30cm and about 40cm high above ground level. The GCP pillar is situated in the compound of Govt. High School (Bhaw Singh High School) at Porbandar.  It is,1218010002,A353FJJ,Gujarat Daman & Diu Geo-spatial Directorate
1573,PRATAPGARH,25.895325,81.97827,27.94281,UTTAR PRADESH,PRATAPGARH,PRATAPGARH SADAR,"GCP is situated at village tri-juntion pillar, Daulatpur, Jahnaipur & Gopalapur","Circle and Dot marked on the top of tri-juction boundary pillar of Daulatpur, Jahnaipur and Gopalapur villages. The pillar is almost on ground level and it is situated on W edge of nala passing in agriculture land of Tahsil:- Pratapgarh Sadar of District",1055020001,A3673VX,Uttar Pradesh Geo-spatial Directorate
1574,PRATTIPADU,16.180012,80.332151,-61.94738,ANDHRA PRADESH,GUNTUR,PRATTIPADU,"GCP is situated in the campus of Tahsildar Office, Prattipadu.","Circle and dot engraved on the cemented pillar with dimension 64cm x 64cm & 16cm height is situated in the premises of Tahsildar (MRO) office of prattipadu (Mandal) Guntur Distt., Andhra Pradesh state. It is about 13m South of Tahsildar (MRO) office abou",2009100001,A26R258,AndhraPradesh &Telangana Geo-spatial Directorate
1575,PUDUKOTTAI,10.377104,78.817628,-1.14521,TAMIL NADU,PUDUKOTTAI,PUDUKOTTAI,"GCP is situated in the premises of Taluk Office, Pudukottai","Cement concrete pillar of size 1mx1m constructed in the place of Pudukottai Taluk Office campus Pudukottai district of Tamilnadu. This station about 4m North of Rainfall reading block about 15m NE of toilet, 20m NE of the small temple near fire station a",2925020001,A25GW9R,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1576,PULIVENDULA,14.428952,78.233285,174.50206,ANDHRA PRADESH,KADAPA,PULIVENDULA,"GCP is situated in the campus of Veterinary Dispensary, Pulivendula.","Mark engraved at the centre of cemented & concrete pillar of dimension 56 cm X 56 cm. The pillar is 13 cm above ground level. The pillar is situated in the area of Veterinary Dispensary Pulivendula, Mandal-Pulivendula, District Kadapa (A.P). The pillar i",2013100001,A25PWC6,AndhraPradesh &Telangana Geo-spatial Directorate
1577,PULLAMBADI,10.948391,78.909756,-28.46211,TAMIL NADU,TIRUCHCHIRAPALLI,LALGUDI,"GCP is situated on the outside of Govt. Office (PWD) Boundary, Pullambadi Village","The Survey Reference Mark is embeded in the centre of 30cmx30cm pillar in the centre of 1m x1m concrete cemented pillar 30cm above the ground level. The pillar is established outside in the open area, close outside of boundary wall of PWD office and colo",2918020001,A25GWWW,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate"
1578,PUNASA,22.233591,76.397079,213.22253,MADHYA PRADESH,EAST NIMAR,PUNASA,"GCP is situated in the premises of Police Choki, Punasa","The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and about 20 cm above the ground level in the campus of Police Chauki at PUNASA, Tehsil - Punasa, and District - Khandwa. The pillar is 14 m South of t",1345020001,A354R69,Madhya Pradesh Geo-spatial Directorate
1579,PUNASA,25.000422,72.05576,50.51025,RAJASTHAN,JALOR,BHINMAL,"GCP is situated in the campus of Govt. Higher Secondary School, Punasa","The GCP Station is situated in the campus of Govt. Higher Secondary School Punasa, Tehsil Bhinmal, Distt. Jalore of State Rajasthan. Marked on GCP station is about 60m East of school building and about 6m South of North boundary  wall corner and about 2m",922040002,A357J23,Rajasthan Geo-spatial Directorate
1580,PUNE,18.558049,73.882098,483.3752,MAHARASHTRA,PUNE,PUNE CITY,"GCP is situated in the campus of Survey of India, Phule Nager","A brass dot punched on the top of  an  angle  iron, fixed at the centre of a concrete cemented pillar of dimensions about 30 cm x 30 cm and about 50cm above ground level. The GCP pillar is situated in the campus of M&G. GDC, Survey of India, Pune, on Ala",1723040001,A25WMHV,Maharashtra and Goa Geo-spatial Directorate
1581,PURANPUR,28.524343,80.144885,120.1963,UTTAR PRADESH,PILIBHIT,PURANPUR,"GCP is situated in the campus of Naveen Krishi Mandi, Puranpur","SRM (Survey Reference Mark) is fixed in the centre of cemented pillar of size 1mx1mx1.20m.The GCP is situated in the campus of Naveen Krishi Mandi at Puranpur, Tehsil - Puranpur, District- Philibhit, UP. The Station is about 30m NE of Eastern gate of Man",1012020001,A36C2G4,Uttar Pradesh Geo-spatial Directorate
1582,PURI,19.803665,85.83594,-58.3656,ODISHA,PURI,PURI,"GCP is situated in the campus of Puri Zila School,Puri",The FCD is fixed with cement concrete pillar of dimension 20cmX20cmX5cmhigh centrally on the cemented concrete pillar of dimension 3mX3m and about 24cm above ground level. The pillar is constructed in the premises of Zilla School at Puri falls in Tehsil,1924010002,A26X7RR,Odisha & Chhattishgarh Geo-spatial Directorate
1583,PURNIA,25.77448,87.479475,-23.3629,BIHAR,PURNIA,PURNIA,"GCP is situated in the campus of Zila High School, Purnia","mark on  circular brass plate (SRM)  is fixed at the centre of cement concrete pillar of dimension 30 cm x 30 cm x 120 cm, surrounded by 1m x 1m brick masonry platform  It is 20 cm above ground level. It is situated in the campus of Zila High School, Pur",1115030001,A3679QF,Jharkhand & Bihar  Geo-spatial Directorate
1584,PURTICKCHEY,34.206947,75.9312,3155.30352,LADAKH,KARGIL,SANKOO,GCP is situated in Cultivation land belongs to Mohammed Saddiar,"Circle & dot with SOI mark engraved on a Rocky Boulder of circumference about 16m and about 2.3m high, in cultivation land belongs to Mohammed Saddiar, Watchman  of  Dak Bunglow, Deptt. of J&K Tourism, Purtickchey. The Rocky Boulder is located at the cen",102010004,A35PQ6W,Jammu & Kashmir and Ladakh Geo-spatial Directorate
1585,PURUNAKOTI,20.645235,84.837241,75.15911,ODISHA,ANUGUL,ANUGUL,"GCP is situated in the campus of Govt. Upper and High School, Puranakoti","Mark on brass plate fixed in the center of 1mx1mx15cm cemented pillar in the campus of Govt. Upper Primary and High School at Purunakoti village of Tehsil- Anugul, District - Anugul Odisha. The School is located about 500m away from Purunakoti village to",1909050002,A3626JR,Odisha & Chhattishgarh Geo-spatial Directorate
1586,PURUSHOTTAMPUR,19.520561,84.880166,-47.22401,ODISHA,GANJAM,PURUSHOTTAMPUR,"GCP is situated in the campus of N.D.High School, Purushottampur",Survey Reference Mark (SRM) in brass plate which is fixed in a cemented concrete pillar of dimension 1m.x1m and above 10cm from ground level. The GCP Pillar is constructed in the campus of N.D.High School at Purushottampur of Tehsil-Purushottampurfalls i,1925050001,A26X6GV,Odisha & Chhattishgarh Geo-spatial Directorate
1587,PUTALAPATTU,13.343661,79.09156,233.35765,ANDHRA PRADESH,CHITTOOR,PUTALAPATTU,"GCP is situated in the campus of  Govt. Junior College, Putalapattu.","A iron plate 2cm x 2cm fixed with cemented concrete pillar 2ft x 2ft x 6inch high above ground level. It is situated in the compound of Govt. Junior College, Putalapattu,  Mandal:- Putalapattu,  Taluk- Putalapattu, Distt.-Chittoor (A.P). The station is a",2015120001,A25MX83,AndhraPradesh &Telangana Geo-spatial Directorate
1588,PUTALLAPATTU (NAYADUPETA),13.893875,79.884063,-58.03408,ANDHRA PRADESH,NELLORE,NAYADUPETA,"GCP is situated in the campus of Civil Supply Office,Nayadupeta.","The GCP pillar was constructed in the premises of Agriculture Grain market and Civil Supply office situated on By pass NH-5 in Nayadupeta town. It is about 25m East of NW corner of wall Junction, about 10m North from OHT and about 4m South of North edge",2014170001,A25MXVV,AndhraPradesh &Telangana Geo-spatial Directorate
1589,PUTHUPPADI,11.48012,75.974335,-44.26677,KERALA,KOZHIKODE,KOZHIKODE,GCP is situated on the terrace of Puttappadi Gram Panchayat Office,"The GCP engraved and painted in yellow on the flat small concrete roof of Gram Panchayat Office building, Puthuppadi taluk- Kozhikode, Distt.- Kozhikode. The GCP about 3m from northern side of the roof (main road side). To accessing the GCP point need he",2304030001,A25HQFX,Kerla & Lakshdweep Wing
1590,PYNURSLA,25.30833,91.915382,1256.65246,MEGHALAYA,EAST KHASI HILLS,PYNURSLA,GCP is situated inside in the premises of BDO’s Office,"A brass point punched on an angle iron fixed in the center of a concrete cemented pillar of dimensions about   30 cm. x 30 cm. and about 30 cm. above ground level. The pillar is situated inside the area of BDO’s office at Pynursla, East Khasi Hills, Me",3506010001,A367H8W,Meghalaya and Arunachal Pradesh Geo-spatial Directorate
1591,RADHANPUR,23.82507,71.613461,-23.2234,GUJARAT,PATAN,RADHANPUR,"GCP is situated  in the premises of Rest House (PWD), Radhanpur",A brass dot punched in an angle iron firmly fixed in the center of a concrete cemented pillar of dimensions about 30 cm x 30 cm and about 40cm high above ground level. The GCP pillar is erected centrally on a concreted cemented plateform of dimensions ab,1205020001,A355HRJ,Gujarat Daman & Diu Geo-spatial Directorate
1592,RAE BARELI,26.215309,81.251017,47.28251,UTTAR PRADESH,RAE BARELY,RAE BARELY,"GCP is situated in the campus of Inspection Bunglow (PWD), Rae Bareli",GCP observation is taken on the circle and dot on top of reference pillar (masonry) bearing the inscription mark GT BM 6ft. The reference pillar is at a distance of about 7ft 9inch W of GTS BM. It is located near the SE corner of the PWD IB compound. It,1047010001,A368367,Uttar Pradesh Geo-spatial Directorate
1593,RAHATA,19.703343,74.484377,451.67444,MAHARASHTRA,AHMEDNAGAR,RAHTA,GCP is situated in front of Sub Division Office (Irrigation),"The GCP Pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and about 30cm above ground level. It is situated on the West of Irrigation Sub-Division Office, (Godavari Right Bank Canal) Rahata, a",1719020001,A25XPPF,Maharashtra and Goa Geo-spatial Directorate
1594,RAHERI,19.990377,76.273779,434.14275,MAHARASHTRA,BULDANA,SINDKHED RAJA,GCP is situated in an open area of Gram Panchayat Office,"The GCP Pillar constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and about 25cm above ground level. It is situated in an open area of Gram Panchayat Office, Raheri (Budruk) at Raheri, on the North SH-18",1704090001,A25XRX7,Maharashtra and Goa Geo-spatial Directorate
1595,RAHURI (AHMEDNAGAR),19.368579,74.647301,452.14424,MAHARASHTRA,AHMEDNAGAR,RAHURI,GCP is situated in the campus of Rest House (PWD),"The GCP Pillar constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and about 20cm above ground level. It is situated in the campus of Rest House (VIP), PWD, Rahuri, about 20m North from NW corner of RH, a",1719070001,A25XP9J,Maharashtra and Goa Geo-spatial Directorate
1596,RAHURI (AMARAWATI),21.711289,77.432461,445.12929,MAHARASHTRA,AMRAVATI,CHIKHALDARA,GCP is situated at Rahu Village,"The GCP Pillar is constructed with Circular Brass Plate, fixed in a cement concrete pillar of dimension 1m x 1m x 1.25m and about 35cm above ground level. It is situated on the SW corner inside the wire fencing (size 6mx6m), protecting Rain Gauge Instrum",1706010001,A353VPC,Maharashtra and Goa Geo-spatial Directorate
1597,RAICHUR,16.188109,77.363652,345.183,KARNATAKA,RAICHUR,RAICHUR,"GCP  is situated in the campus of Forest Guest House, Raichur","A circular brass mark punched on the top of  an angle iron, fixed vertically in the center and flush with the top level of concrete cemented pillar of dimensions about 30cm x 30cm. and about 50cm above ground level. The GCP pillar is situated in the camp",2208030001,A25RV59,Karnataka Geo-spatial Directorate
1598,RAIGANJ,25.611624,88.131411,-23.31026,WEST BENGAL,DINAJPUR,RAIGANJ,"GCP is situated in the campus of Ex. Engineer Office (PWD), Raiganj","Survey reference mark fixed with cement concrete pillar size 1mx1mx15cm above ground level in the compound of Executive Engineer (PWD) office Dinajpur, Raiganj , Tehsil- Raiganj, Distt:- Dinajpur, West Bengal. The station is situated about 20m North of",1605010001,A367CJ4,West Bengal & Sikkim Geo-spatial Directorate
1599,RAIGARH,21.889173,83.40509,151.55799,CHATTISGARH,RAIGARH,RAIGARH,"GCP is situated in the compound of District Collector Office, Raigarh","Survey Reference Mark fixed with cement concrete pillar of size 1m x 1m and 0.2m above ground level in the compound of District Collector Office, Raigarh  Tehsil and District- Raigarh, State-Chhattisgarh. It is about 25m West of temple about 8m East of R",1409050001,A3635VC,Odisha & Chhattishgarh Geo-spatial Directorate
1600,RAIN BENNUR,14.609124,75.625208,520.5039,KARNATAKA,UTTAR KANNADA,ANKOLA,"GCP is situated in the premises of Govt. Higher Primary School, Beereshwara, Nagara","A brass dot punched on the top of an angle iron fixed in the centre of a concrete cemented pillar of dimensions about 30cm x 30cm and 50cm above ground level. The pillar is in the premises of Govt. Higher Primary School No.4, Beereshwaranagara, Taluk-Ank",2212060002,A25PQJJ,Karnataka Geo-spatial Directorate
1601,RAIPURA,23.895887,79.96307,366.67592,MADHYA PRADESH,PANNA,SHAHNAGAR,GCP is situated in the premises of Police Station (Thana),"Survey reference mark fixed in the center of RCC pillar. This pillar is protected by 1mx1m square meter plateform about 30cm above from ground level. This pillar is situated play ground of Police Station Raipura, tehsil- Raipura, District- Panna. It is s",1313040002,A355XVX,Madhya Pradesh Geo-spatial Directorate
1602,RAIRAKHOL,21.073632,84.345274,91.57869,ODISHA,SAMBALPUR,RAIRAKHOL,"GCP is situated in the campus of G.C. High School, Rairakhol",Survey Reference mark fixed in the center of 1mx1mx15cm cemented pillar in the campus of G.C. High School at Rairakhol of Tehsil- Rairakhol falls in  District - Sambalpur Odisha. The school is located about 400m away from trijunction on Boudh road (NH-42,1905050001,A363638,Odisha & Chhattishgarh Geo-spatial Directorate
1603,RAISEN,23.34348,77.775212,382.13019,MADHYA PRADESH,RAISEN,RAISEN,"GCP is situated in the premises of Circuit House, Raisen",The Survey reference mark is fixed in the centre of the 30 cm x 30 cm RCC pillar. This pillar is about 20 cm above the ground level.  This RCC pillar is fixed at the centre 1 m x 1 m of brick masonry platform. The pillar is established in the Campus of C,1336020001,A355V8Q,Madhya Pradesh Geo-spatial Directorate
1604,RAITALAI,21.433268,76.698922,247.86722,MADHYA PRADESH,BURHANPUR,KHAKNAR,"GCP is situated in the premises of Rest House (PWD), Raitalai Village",The Survey reference mark is fixed in the centre of a cemented concrete pillar of size about 1 m x 1 m and about 20 cm above the ground level. This Pillar is situated in the campus of Rest House (PWD) at Raitalai village. The pillar is situated near the,1351010001,A353RCM,Madhya Pradesh Geo-spatial Directorate
1605,RAIWADA,18.004814,82.987554,35.43089,ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLI,"GCP is situated in the campus of Mandal Parishad School, Raiwada.","The GCP pillar has been eracted in the premises of Mandal Parishad School of RaiwadaVillage, Mandal-Devarapalli, District-Vishakhapatnam (A.P.). The pillar is about 2mt East of School toilet and 4m South of small house. about 11m West of School building",2003010001,A26W42X,AndhraPradesh &Telangana Geo-spatial Directorate
1606,RAJAJI KA KARARA,25.506455,74.232285,485.15586,RAJASTHAN,BHILWARA,MANDAL,"GCP is situated in the premises of Dak Bungalow (PWD), Rajaji Ka Karara","A circular Survey mark embedded & flushes with the surface level of cemented platform of size 1m x 1m x 1.2m of which 1m x 1m x 0.2m  portion is above ground level, situated in the premises PWD Dak Bungalow, Rajaji Ka Karara, tehsil, Mandal, District- Bh",925020001,A357PG6,Rajasthan Geo-spatial Directorate
1607,RAJAMPETA,14.199558,79.155687,43.18004,ANDHRA PRADESH,KADAPA (CUDDAPH),RAJAMPETA,"GCP is situated in the campus of Mandal Revenue Office (MRO), Rajampeta.","The GCP station is situated in the campus of mandal revenue office (M.R.O) Rajampeta Mandal- Rajampeta, Distt. Cuddaph of A.P. state. Circle & Dot marked on GCP station. It is about 30m South of MRO office porch and about 10m East of Godown and about 10m",2013150001,A25PX55,AndhraPradesh &Telangana Geo-spatial Directorate
