OBJECTID,sbm_type,latitude,longitude,Z,state,district,tahsil,gdc_username,old_description
800,Type 'B',13.161,79.896,0,Tamil Nadu,TIRUVALLUR,TIRUVALLUR,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","AT TIRUVALLUR,  interred  0.60m below ground level near  entrance gate of residence /circuit house  of  S. P. Tiruvallur   . The distance and diretion  to the surrounding object are:-  West gate pillar of  entrance gate to S.P.  Residence on Tiruvallur"
801,Type 'C',11.744472,79.365833,0,Tamil Nadu,VILLUPURAM,ULUNDURPETTAI,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Engraved & marked on stone mounted Tyoe 'C' at Vandi palem village Embedded ground level plush with ground at 4m 'S' from 'SE' corner of Kali koil and about 47m 'S' from 'N' of furlong stone no 188/6 and about 40m 'SE' from 'NW' center of road.
802,Type 'B',10.022,77.966,0,Tamil Nadu,MADURAI,VADIPATTI,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'B' at Sholavandam Railway Station consists of stone 1.10m below Plateform level. BM is situated at West side of Tank House, 2.35m West and 5.40m NW of NW & SW corner of Tank House respectivaly, 3.80m SE of a Neem tree, 5.15m SE of Plateform caping,"
803,Type 'B',25.436,79.481,0,Uttar Pradesh,MAHOBA,KULPAHAR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Panwari, embedded 0.50m below ground level in E side campus of PWD Inspection Bunglow at Panwari, Distt. Mahoba, UP, & W of old well in IB compound. The distance & bearing to the surrounding objects are : -"
804,Type 'B' TELIAMURA,23.849944,91.640333,0,Tripura,KHOWAI,TELIAMURA,Assam & Nagaland and TMMz Geo-Spatial Directorate,It is the primary protected BM intered 0.6m below ground level (GTS BM Type 'B') in the PWD office campus in Taliamura. It is about 2m south of ref. pillar.
805,Type 'B' MOHANPUR,23.971111,91.372889,0,Tripura,WEST TRIPURA,MOHANPUR,Assam & Nagaland and TMMz Geo-Spatial Directorate,"Type 'B' at Mohanpur embedded (0.9m) (3F+) below ground level in the land of government hospital at mohanpur, about (5.8 FT) (1.7 m) NW from Ref pillar about (0.5 m) (1.85 +) N from cemented niddle dustbin back gate of hospital about (1.1 m) (3.9 ft) SE"
806,Type M KAMALPUR,24.196111,91.833056,0,Tripura,DHALAI,KAMALPUR,Assam & Nagaland and TMMz Geo-Spatial Directorate,"Type 'M' at Kamalpur situated in the compound of the office of the sub division officer (P.W.D) near a small iron gate at Kamalpur, Tripura. The distance and bearing to the surrounding objectss are:- SSE corner of the office, 4.9m and 357°, ESE and WNW"
807,Type 'B' RANIBAZAR,23.840889,91.37525,0,Tripura,WEST TRIPURA,JIRANIA,Assam & Nagaland and TMMz Geo-Spatial Directorate,"Type 'B' at Ranibazar below ground intred 0.6m level in the compound of vidya mandir The distance and bearing to surrounding object area, St corner of vidya mandir 8.00 meter and 260° NE corner of the same 8.7 meter and 290° pipal tree 5.1 meter and 15"
808,Type 'B',12.925278,92.898611,0,Andaman & Nicobar Islands,NORTH & MIDDLE ANDAMAN,MAYABUNDAR,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate",Type 'B' Becnh Mark at AHW Residential Compound on Brass Plate fixed 6 Inches below in 6inch*6inch Hollow Pant from Upper Surface of 1m*1m Square Platform of Type 'B' Bench Mark at Masonary Pillar of Cement and Concrete. It is about 0.60m below the Groun
809,Type 'B',7.013611,93.932222,0,Andaman & Nicobar Islands,NICOBAR,CAMPBELLBAY,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type 'B' at B-Quarry in the Compound of AHW Residence, Campbell Bay Embedded 0.50cm below Ground Level. The bearing and Distance of Surrounding Objects are: 70° and 4.5m SW Balcony Pillar of Same Building,                                           163°"
810,Type 'B',18.896,72.814,0,Maharashtra,MUMBAI CITY,MUMBAI CITY,Maharashtra and Goa Geo-spatial Directorate,"Type 'B' at Colaba, interred 0.60m below ground level in the Compound of Regional Metrological Center at Colaba. It is about 20 m E of the center of Main gate."
811,Type 'B',8.803,78.159,0,Tamil Nadu,TUTICORIN,TUTICORIN,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","Type'B' in holly trinity (English ) church at beach road TutticorinType 'B' at Tuticorin Church, embedded 0.3m below ground level is a pucca hollow pit 0.3m x 0.3 m & 0.25m deep covered with iron slab on S side of pavement in holly trinity (English ) chu"
812,Type 'M',19.113,84.684,0,Tamil Nadu,SRIKAKULAM,ICHCHAPURAM,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","( Type M) at Ichhapuram . It is stuated in SE conver of compound of deputy Tehsildars office . The distances and bearings and to the surrounding objects are WE & 5E corner of godown 18m and 35. 30°, 8.1m & 312°, respectively NW corner of bus stand 6.9m"
813,Type M,17.727167,79.149083,0,Telangana,WARANGAL,JANGAON,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'M' at Jangaon Standard Bench Mark at Jangaon. It is situated near NE Corner of Compound of PWD Inspection Bunglow. The Distance and bearing to the Surrounding Objects are: NE Corner of Compound Wall 8.5m and 10°,        N Pillar of Main Gate 12.3m"
814,Type 'B',19.128556,78.944556,0,Telangana,ADILABAD,JANNARAM,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Indonpolli interred 0.60m below Ground Level in SE Compound of Inspection Bunglow. The Distance and bearing to the Surrounding Objects are:                  E Corner of Main Building is 17.50m and 350°,                               SE Corne"
815,Type 'B',19.358086,79.475564,0,Telangana,ADILABAD,KAGAZNAGAR,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'B' Bench Mark at Sirpur Kagzanagar is found in Feet between BM and Reference Pillar Divided By Boundary Wall. The Reference Pillar existing 18 Kagzanagar and the GTS BM Falling in R&B Office and the GTS BM falling 1.5m in Length from Wall and 1m De
816,Type-M,18.438742,79.128122,0,Telangana,KARIMNAGAR,KARIMNAGAR,AndhraPradesh &Telangana Geo-spatial Directorate,Standard Bench Mark Type 'M' at Karimnagar situated near NW compound wall of PWD inspection bungalow Rest House. The distances and bearings of the surrounding objects are : SW corner of the bungalow 18.9m. And 154º: NW corner of store room 33.6m. And 19
817,Type-B,19.155581,79.445414,0,Telangana,ADILABAD,KASIPET,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Tandur, Interred 0.8m. Below ground level in the compound of Inspection Bungalow."
818,Type 'B',17.17,79.357,0,Telangana,NALGONDA,KATTANGUR,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Aitpamla Primary School embedded in 0.90m (3 feet) cube of masonary in front or N verandah of E room of building flush with floor midway between two doors and 0.5m from wall, about 50m S of NH - 9."
819,Type 'C',12.612056,79.1645,0,Tamil Nadu,TIRUVANNAMALAI,POLUR,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","New Type ' C ' BM is construction in Muniyanthangal. It is about 60mt NW of Osur Amman temple, about 12mt NW of small water tank with tap. It is about 4mt SE of public toilets room. It is about 200 NW of Kalampur road. It is about 40mt East of centre lea"
820,Type 'C',12.511833,79.143056,0,Tamil Nadu,TIRUVANNAMALAI,POLUR,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","New Type ' C ' BM is construction in Gov't School & Village panchayati office  Venmani, in Polur. It is about 30mt NW of Over Head Tank in Gov't School, about 190mt NWof NKB Agenices HP petrol pump. It is about 45mt West of centre leading of road Polur t"
821,Type 'C',12.511833,79.143056,0,Tamil Nadu,TIRUVANNAMALAI,POLUR,"Tamilnadu, Pondicherry and Andaman & Nicobar Island Geo-spatial Directorate","New Type ' C ' BM is construction in Gov't School & Village panchayati office  Venmani, in Polur. It is about 30mt NW of Over Head Tank in Gov't School, about 190mt NWof NKB Agenices HP petrol pump. It is about 45mt West of centre leading of road Polur t"
822,Type-B,18.310828,79.290003,0,Telangana,KARIMNAGAR,KESAVAPATNAM,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' Bench Mark at Tadikal village, Shankarapatnam mandal, Karimnagar district interred 1.6m. Below ground level at SE side of Inspecton bumgalow. It is beside road, about 5m. West from West end of NH563 road. The distance & bearings to the surroundi"
823,"G&RB 
B  M
AD 2006",17.159694,79.5075,0,Telangana,NALGONDA,KETHEPALLI,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'B' at Kethepalli district Nalgonga(Telengana)interred 0.6m below the ground level in the compound of MRO office and mandal  panchayat office Kethepalli about 180m SW of Hydrabad Vijaywada express highway.The distance and bearing to the surrounding ob
824,Type 'B',17.254,80.14075,0,Telangana,KHAMMAM,KHAMMAM URBAN,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Khammam situated in south direction of R & B Guest house Khammam, Talangana. It is entered 0.6m below ground level. The distance & bearing from surrounding objects are:    1. 25m & 15 deg from NE corner of main building of guest house. 2. 100"
825,Type-B,16.998843,79.964373,0,Telangana,NALGONDA,KODAD,AndhraPradesh &Telangana Geo-spatial Directorate,"Type-'B' Bench Mark at Kodad,Dist Suryapet interred 1.0 m below ground level in the compound and 2.4 m from W wall of IB. The distances and Bearings of the surrounding objects are: NW corner of IB 6.4 m and 49? SW corner of the same 3.05 m and 157?, NE c"
826,Type 'B',19.322,78.414,0,Telangana,ADILABAD,NEREDIKONDA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Neradigunda, interred 0.3m below ground level at distance of 3.0m from porch. It is in the play ground of the Govt. Asharam High School (Girls) Neradigunda, dist-Adilabad. The distance and bearing to the srrounding objects are :- (1) circular"
827,Type 'B',17.528,78.266,0,Telangana,MEDAK,PATANCHERUVU,AndhraPradesh &Telangana Geo-spatial Directorate,"Type ('B') at Patancheru Traveller Bungalow, embedded infront of N veranda of W room of building, midway between two doors, 0.38m away from wall with its upper surface flush with floor, 3.1m SE of NW corner of veranda and about 60m S of NH-9."
828,Type 'B',17.583,78.107,0,Telangana,MEDAK,KONDAPUR,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at PWD godown  Kandi village, embedded in N veranda at eastern portion of the building. Its top surface flush with veranda is  0.60m away from wall, 1.10m NW from the centre of the eastern most of the three doors, 2.1m from SE corner of veranda,"
829,Type 'P',17.503,78.52,0,Telangana,RANGA REDDY,MALKAJGIRI,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'P' at Bolarum, situated in the compound (Garden) of Andhra Sub Area, Bolarum,  just W of N block building. The distance and bearing to the surrounding objects are -: SW corner of N block building 10.5m & 76?  and NW corner of S block building  22.9"
830,Type 'B',17.206,79.19,0,Telangana,NALGONDA,NARKATPALLI,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'B' at Narkat Pally Traveller's Bungalow embedded 0.90m cube of masonary infront of S varandah of E room of building flush with floor midway between the door and 41cm from wall.
831,Type 'B',17.547472,80.607528,0,Telangana,KHAMMAM,KOTHAGUDEM,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' At Kothagudem, Telangana, situated in SW side of R&B office at Kothagudem, entered 0.6m below the ground level. The distance & bearing of the surrounding objects are: (1) 20m & 37 deg from common washroom in R&B compound ofice. (2) 10m & 70 deg"
832,Type 'B',18.891056,79.206472,0,Telangana,ADILABAD,LAKSHETIPET,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'B' at Loxettipeta interrial 0.60m below Ground Level in NW Compound of PWD Inspection Bunglow. The Distnance and bearing to the Surrounding Objects are:                                                       NE Corner of Varandah of Inspection Bungl
833,Type 'B',17.603056,80.004083,0,Telangana,WARANGAL,MAHBU,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'B' at Mahabubabad
834,Type-B,18.87255,79.443894,0,Telangana,ADILABAD,MANCHERIAL,AndhraPradesh &Telangana Geo-spatial Directorate,"Type ‘B’ at Mancherial interred  0.6 m below ground level. It is 10.8 m W of G&RB GPS pillar , 17.8 m E of  Lamp  post center and  30.3 m NE of NW corner of building protruding from main building office. The distances and bearings of the surrounding"
835,Type 'B',17.052779,79.833431,0,Telangana,NALGONDA,MUNAGALA,AndhraPradesh &Telangana Geo-spatial Directorate,Type-B at Munagala.
836,Type 'B',16.742028,77.505972,0,Telangana,MAHABUBNAGAR,NARAYANPET,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Narayanpet, Telangana, in the compound of office of Panchayati Raj in Narayanpet, Telangana. It is entered 0.6m below the ground level. The distance & bearing of the surrounding objects are: (1) 30m & 61deg from main entrance gate of Panchaya"
837,Type-B,16.728667,79.206833,0,Telangana,NALGONDA,PEDDAVURU,AndhraPradesh &Telangana Geo-spatial Directorate,"Type-'B' at Peddavura interred 0.6 m below ground level in the compound and close to E-wall of the inspection bungalow. The distances and bearings of the surrounding objects are:- NE corner of IB, 6.7 m and 347? , Se corner of same 4/6 m and 198? and SE"
838,Type 'B',16.135833,77.888583,0,Telangana,MAHABUBNAGAR,ITIKYALA,AndhraPradesh &Telangana Geo-spatial Directorate,"Tyep 'B' at Kondair, situated at west direction of compound Zila Parisad High School, Kondair, Telangana. It is interred 0.6m bellow ground level. The distance & bearing from surrounding objects are: a. 5m & 39 deg from SW corner of 6th class room buildi"
839,Type 'B',17.07475,78.206778,0,Telangana,MAHABUBNAGAR,SHADNAGAR,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at R&B Guest House, Sgadnagar, Telangana. It is situated at back side (South East) corner of R&B guest house, Sadnagar, Telangana, entered 0.6m below the ground level. The distance & bearing of the surrounding objects are: 1) 15m & 35 deg from e"
840,Type 'B',25.587,79.558,0,Uttar Pradesh,HAMIRPUR,RATH,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Rath, embeded 0.45m below ground level close to the S boundary wall & corner with wall at Inspection Bangalow of PWD Rath. The distance & bearing of the surrounding objects are :-                                                           Bany"
841,Type 'B',24.837,83.058,0,Uttar Pradesh,SONBHADRA,ROBERTSGANJ,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Madhupur in the  SE compound of new Primary Health Centre at Madhupur, interred 60 cm below ground level. The distance & bearing the surrounding objects are:-"
842,Type 'B',24.686,83.066,0,Uttar Pradesh,SONBHADRA,ROBERTSGANJ,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Robertsganj. It is situated in the South East compound of Inspection Banglow P.W.D. at Robertsganj, interred 0.60m below ground level. The distance & bearing to the surrounding objects are:-"
843,Type 'B',25.214,83.02,0,Uttar Pradesh,SONBHADRA,ROBERTSGANJ,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Narayanpur, situated in the  compound of Exicutive Engineer, Irrigation, Div.Chunar, Mirzapur camp office ,near I. B. canal at Narayanpur. Interred 60cm below ground level . The distance & bearing to the surrounding objects are:-"
844,Type 'M',26.79,81.565,0,Uttar Pradesh,AYODHYA,RUDAULI,Uttar Pradesh Geo-spatial Directorate,"Type 'M' bench mark at PWD Inspetion Bungalow, Ramsanehighat. It is situated in NW compound of PWD Inspection Bungalow, Ramsanehighat close to W compound wall of Samadhi, 30.5m S of Lucknow - Faizabad road, 4.3m N of NW corner of Samadhi building,  'O' e"
845,Type 'B',26.751,83.185,0,Uttar Pradesh,GORAKHPUR,SAHJANWA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Bhiti ( Sahjanwa Block Office), interred 0.5m below ground level in W compound of Bhiti Sahjanwa Block Office,  3.5m E of W compound wall of the office. The distance and bearing to the surrounding objects are: SW corner of toilet attached BDO"
846,Type 'B',25.544,83.401,0,Uttar Pradesh,GAZIPUR,SAIDPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Nandganj, Distt. Gazipur. It is situated in the center of compound of Naveen Primary Health Center, Nandganj, Distt. Gazipur. Intered 60cm below gound level. The distance & bearing to the surrounding objects are;-"
847,Type 'B',25.544,83.226,0,Uttar Pradesh,GAZIPUR,SAIDPUR,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Saidpur, situated in the compound of compound of irrigation office. It is embelded 60 cm below ground level & 90 cm E of Eastern most of the godown out of two & W side of Dak Banglow. The distances & bearing to the surrounding objects are:- N"
848,Type 'B',29.385,79.465,0,Uttarakhand,NANITAL,NAINITAL,Uttarakhand  Geo-spatial Directorate,"Type 'B' at St. Frances Catholic Church Nanital,  interred 0.40m below ground level. It is situated NE compound of St. Francis Church on mall road. The distances and bearings to the surrounding objects are:-                        Main door of the Church"
849,Type 'B',29.381,79.468,0,Uttarakhand,NANITAL,NAINITAL,Uttarakhand  Geo-spatial Directorate,"Type 'B' at St. Frances Catholic Church Nanital,  interred 0.40m below ground level. It is situated NE compound of St. Francis Church on mall road. The distances and bearings to the surrounding objects are:-                      Main door of the Church 6"
850,Type 'M',30.103,78.297,0,Uttarakhand,DEHRADUN,RISHIKESH,Uttarakhand  Geo-spatial Directorate,Standard Bench Mark (S.B.M) Type'M' in P.W.D Inspection Bungalow Rishikesh consists of brass tablet fixed on top of cement concrete monolith situated in the compound of P.W.D Inspection Bungalow 1.3m S of S wall of the Kitchen and 3.8m N of the approach
851,Type 'B',30.037,78.212,0,Uttarakhand,DEHRADUN,RISHIKESH,Uttarakhand  Geo-spatial Directorate,"Type'B' at Raiwala Railway Rest House  ( Leela Bery Training Center Indaian Railways Bharat Scouts & Gides Railway Rest House) Consists of brass tablatets fixed in cement concrete bed,  interred 1.0m below ground level, situated in  S compound of the Res"
852,Type 'P',29.857,77.898,0,Uttarakhand,HARIDWAR,ROORKEE,Uttarakhand  Geo-spatial Directorate,Type 'P' GTS standard Bench Mark at Roorkee consists of a stone monolith 53 cm square at base and 90 cm high. The upper 11 cm being dressed to the form of a frustum of a pyramid terminating in a square of 8 cm side.The stone rest on a bed of concreate 1.
853,Type 'B',24.243,88.258,0,West Bengal,MURSIDABAD,MURSHIDABAD JIAGANJ,West Bengal & Sikkim Geo-spatial Directorate,"Type'B' at Jiaganj, Irrigation Inspection Bunglow, interred 1.05m below ground level. The distance & bearing to the surrounding objects are: SE & SW corner of the bunglow 155 feet & 292º,  172 feet & 294º respectively. A masonary refernce pillar on E s"
854,Type-B,18.099311,79.449503,0,Telangana,KARIMNAGAR,VEENAVANKA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B'   at Yelkaturti  interred 1.5m below the ground level near NW corner in Veterinary Hospital compound, Yelkaturti village & Mandal, Warangal Urban District.
Distance  to the surrounding objects are: 3.2m South of NW corner of compound wall, 10.7m"
855,Type 'B',17.681,77.613,0,Telangana,MEDAK,ZAHEERABAD,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Zahirabad, interred about 0.6m below ground level in the SE corner of the compound of PWD, IB at Zahirabad. The distences and bearings of the surrounding objects are: SE corner of IB 37.2m & 89°, SW corner of the same 43.6m & 273?, eastern p"
856,Type 'B',18.415583,78.830028,0,Telangana,KARIMNAGAR,VEMULAWADA,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Rajanna Sircilla, Telangana State. Interred 0.60m below ground level in the compound of Integrated Collectrate Complex Rajanna Sircilla, Telangana.  It is sitiuated in the NE compound , about 180m NE from a Flag Post with national flag in fro"
857,Type 'C',16.19175,78.827083,0,Telangana,MAHABUBNAGAR,AMRABAD RESERVED FOREST,AndhraPradesh &Telangana Geo-spatial Directorate,Type 'C' on sheet rock
858,Type 'B',17.447,78.487,0,Telangana,HYDERABAD,SECUNDERABAD,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'B' at Secundarabad, embedded in the SW corner of N verandah flush with floor of residence of the Cantonment Executive Officer (CEO) Secundarabad Cantonment Board.  The distance and bearings to the surrounding objects are -: circular pillar in the c"
859,Type 'P',17.478,78.514,0,Telangana,HYDERABAD,SECUNDERABAD,AndhraPradesh &Telangana Geo-spatial Directorate,"Type 'P' at Trimulgherry, situated in the compound of Barrack Store Office (south) MES. The distance and bearing to the surrounding objects are :- NW corner of Godown No. 1 & 2 building (stores), 15m & 95? ; Pipal Tree near NE corner of Godown No. 7, 34m"
860,Type 'B',23.463889,87.453417,0,West Bengal,BARDHAMAN,KANKSA,West Bengal & Sikkim Geo-spatial Directorate,"Type 'A' at Panagarh about 2m below Ground Level in the Destroyed Fire Station in Panagarh, about 30m E of a Destroyed Fire Station & about 30m SE of a Bardhman Zila Parishad Office, about 35m E of a Well situated in the Destroyed Fire Station Compound."
861,Type 'B',23.794,88.249,0,West Bengal,NADIA,KALIGANJ,West Bengal & Sikkim Geo-spatial Directorate,"Type'B' at Plassey, embedded 75cm below ground level. The distance & bearing to surrounding objects are: 7.30m & 88º NW corner  of bangalow,   20.10m & 157º SW corner of banglow,   16.70m & 49º centre of the circular fountain,   2.35 m & 308º a mango"
862,Type 'B',26.739444,88.418333,0,West Bengal,DARJEELING,SILIGURI,West Bengal & Sikkim Geo-spatial Directorate,"Standard Bench Mark (Type 'P') at Siliguri. The BM is situated in E Compound of Govt. of West Bengal Office of the Chief Engineer North Zone P.W (Road) Directorate Champa Sari, near State Guest House. The Distance and bearing to the surrounding Objects a"
863,Type 'B',27.0875,88.658889,0,West Bengal,DARJEELING,GORUBATHAN,West Bengal & Sikkim Geo-spatial Directorate,Type 'B' Lava
864,Type 'B',27.078889,88.413611,0,West Bengal,DARJEELING,DARJILING,West Bengal & Sikkim Geo-spatial Directorate,Type 'B' at Peshok
865,Type 'B',22.046,88.087,0,West Bengal,EASTMEDNIPUR,HALDIA,West Bengal & Sikkim Geo-spatial Directorate,"Type ' B '  bench mark in the compound of block devlopment office , Bagnan distt Howrah (W.B) bench mark consist of a dressed stone 30x45x30 cms set on a bed of concrete 1 m square and 60 cms thick and surrounded by masonry work the upper surface of ston"
866,Type 'B',22.478,88.123,0,West Bengal,HAORA,ULUBERIA 2,West Bengal & Sikkim Geo-spatial Directorate,Type'B' situated in the compound of staff quarter of IB (irrigation) at Sujberia. Bench Mark consist of dressed stone 30cmx45cmx30cm set on a bed of concrete in square and 60cm thick and surrounded by the mixture of cemented concrete and sand. The upper
867,Type 'P',22.571,88.327,0,West Bengal,HAORA,BALLY JAGACHHA,West Bengal & Sikkim Geo-spatial Directorate,"Type 'P'  BM in compound of police station , Sibpur it is about 15m N of NE corner of police station ."
868,Type 'P',22.583,88.336,0,West Bengal,HAORA,BALLY JAGACHHA,West Bengal & Sikkim Geo-spatial Directorate,"Type  'P' at Howrah, top of stone monolith enclosed by a masonary wall 4.3m square & 0.9m high situated near NW corner of Rifle Club on E side of the northern of the maidan at near head post office Howrah. Type'P' is situated just front of Dree Changing"
869,Type 'B',22.888,88.401,0,West Bengal,HUGLI,CHINSURAH MAGRA,West Bengal & Sikkim Geo-spatial Directorate,"Type'B' atChinsuriya, Hoogly embedded & almost flush with floor level infront or S of Satyeendra club established 1926 , 2.85m S of centre of its establishment door. The club is situated in between two PWD godown's adjoining the W godown facing NE wall o"
870,Type 'B',22.967,88.391,0,West Bengal,HUGLI,CHINSURAH MAGRA,West Bengal & Sikkim Geo-spatial Directorate,"Type'B' AE Highway sub division-ll Boropara, Bansbaria Hoogly.Bansberia, interred 60cm below groundlevel in the compound of the office of Assistant Engineer Bansberia Highway Sub-Division ii, Public Works Directorate. The distance & bearing of the surrou"
871,Type 'B',23.199,88.429,0,West Bengal,HUGLI,BALAGARH,West Bengal & Sikkim Geo-spatial Directorate,"Ref piType 'B' at Guptipara interred 60 cm below ground level in the south - eastern portion of the compound of high school , Guptipara. The distance & bearing of the surrounding objects are:  1) 9.8m & 91º-SE corner of the boundary wall of the guptipar"
872,Type 'B',26.706389,89.141111,0,West Bengal,ALIPURDUAR,ALIPURDUAR,West Bengal & Sikkim Geo-spatial Directorate,"Type D, at birpara. 'o' on the top of masonary pillar 0.50m square projection and 0.40m above the ground level in the compound of Dalgaon (BIRPARA) PWD and stands 10.40m SW of a well in the same compund."
873,Type 'B',26.726111,89.348056,0,West Bengal,ALIPURDUAR,ALIPURDUAR,West Bengal & Sikkim Geo-spatial Directorate,"Type 'B' at HASIMARA, interred 0.90m below ground level infront of Sr. SECTION ENGINEER (SSE) NFRLY Hasimara. It is on SE side of hasimara village .
The distance and Bearing to the surrounding objects are-
1) NE corner of the SSE office  17.5m and 196?
2)"
874,Type 'B',26.499167,89.530417,0,West Bengal,ALIPURDUAR,ALIPURDUAR,West Bengal & Sikkim Geo-spatial Directorate,"Type 'P' Alipurdwar at Circuit House Alipurdwar. It is situated in NE Compound of Circuit House at Alipurdwar. The Distance and Bearings to the Surrounding Objects are SE Corner of Residential Quarters of Police Station 39.1cm and 140?,"
875,Type 'B',26.851111,88.6725,0,West Bengal,JALPAIGURI,JALPAIGURI,West Bengal & Sikkim Geo-spatial Directorate,Type 'D' at Damdim at Damdim Distt. and Telegraph Office on Concrete Block 1½ Feet Square and Projecting 1 Foot above Ground Level in the Compound to N of Posts Telegraph Office and 72Feet E of Road. The Distance and bearing to the Surrounding Objects a
876,Type 'B',24.996,88.144,0,West Bengal,MALDA,ENGLISH BAZAR,West Bengal & Sikkim Geo-spatial Directorate,"Type 'B' at Malda , interred 50cm below ground level in the SW corner of the compound  of new circuit house of Malda. The distance & bearing to the  surroundin objects are:"
877,Type 'B',25.215,88.193,0,West Bengal,MALDA,GAZOLE,West Bengal & Sikkim Geo-spatial Directorate,"Type'B' at Gajole, consists of a Brass Tablet with inscription as given in the left side interred flush with the top level of the bed of concrete. Interred 0.60m below ground level in the near NE corner of the compound of Gajole Police Sstation at Malda."
878,Type 'B',24.863,88.018,0,West Bengal,MALDA,KALIACHAK -I,West Bengal & Sikkim Geo-spatial Directorate,"Type'B'at At Kaliachauk , intereed 0.80cm below ground level near NW corner of compound of police station Kaliachauk . The distance & bearing to the surrounding objects are:"
879,Type 'B',27.651,80.478,0,Uttar Pradesh,SITAPUR,MISRIK,Uttar Pradesh Geo-spatial Directorate,"Type'B' at maholi. interred 0.55 m below ground level in the se corner of compound of office of nagar panchayat at maholi, 3.70 m n of s boundary wall. and 16.30 m se of handpump. the b.m. is situated on rly. stn. road at maholi."
880,Type 'B',27.2225,79.287778,0,Uttar Pradesh,MAINPURI,BHOGAON,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Bewar Irrigation Department, Inspection Bunglow at Bewar, Mainpuri. Consits of stone which is fixed in the centre of cemented concrete bed of size1.0m x 1.0m x 0.60m and 0.60m below the ground level."
881,Type 'M',26.764,82.588,0,Uttar Pradesh,BASTI,HARRAIYA,Uttar Pradesh Geo-spatial Directorate,"Type 'M' Musto's Type 'B'ench mark at Kaptanganj, is a cubic concrete pillar, 0.30m in base and upper in a cubic, situated in the compound of Govt. Tube Well, about 200m N of Faizabad Basti road, about 200m N of Kaptanganj Bazar. It is situated 18.5m W of"
882,Type 'M',26.792,82.477,0,Uttar Pradesh,BASTI,HARRAIYA,Uttar Pradesh Geo-spatial Directorate,"Type 'M' at PWD, Inspection Bungalow, Harraya, situated in W compound of PWD, Inspection Bungalow. The distance and bearing to the surrounding objects are: NW corner of Inspection Bungalow building, 19.20m & 71º,  SW corner of W pillar of  S varandah, 1"
883,Type 'B',26.802,82.296,0,Uttar Pradesh,BASTI,HARRAIYA,Uttar Pradesh Geo-spatial Directorate,"Type 'B' at Bikramjot, interred 0.71m below ground level in 'E' compound of PWD Inspection Bungalow. The distance and bearing to the surrounding objects are: NE corner of kichen, 15.75m & 196º, NW corner of the same, 16.5m & 218º,  NE corner of Inspect"
884,Type 'B',28.342,79.419,0,Uttar Pradesh,BAREILLY,BAREILY,Uttar Pradesh Geo-spatial Directorate,"Type 'P' at Bareilly. It is situated in the N edge of garden which in between old & new building in the court of session judge, Kachechari. The Type is protected by a brick wall 10cm thick , 1.75m x 1.75m square & 0.25 m high. The surrounding objects are"
